,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand_name,yn_new_price,loc_type
256,3,10.668955394675699,Diesel,0,First,13.68,2393.0,147.8,7.0,18.65,Toyota,1,metro 2
257,9,10.46310334047155,Petrol,0,Third,19.7,796.0,35.0,5.0,1.85,Maruti,0,emerging
258,3,10.23537787965223,Petrol,0,Second,20.4,1197.0,81.8,5.0,5.95,Maruti,0,emerging
259,6,9.711963784977375,Petrol,0,First,18.9,1197.0,82.0,5.0,3.75,Hyundai,0,metro 1
260,8,11.695247021764184,Diesel,0,First,22.9,1248.0,74.0,5.0,3.75,Maruti,0,metro 2
261,12,11.872521139419938,Diesel,0,First,22.0,1582.0,126.2,5.0,2.6,Hyundai,1,metro 2
262,14,11.502875129116727,Petrol,0,First,10.14,1086.0,62.28,5.0,1.75,Hyundai,0,metro 2
263,10,10.858998997563564,Petrol,0,First,17.0,1197.0,80.0,5.0,2.8,Hyundai,0,metro 1
264,3,10.302901053215857,Diesel,1,First,11.57,2987.0,254.79,5.0,61.29,Mercedes-Benz,1,emerging
265,6,10.950806546816688,Diesel,0,Second,15.8,2148.0,170.0,5.0,18.0,Mercedes-Benz,0,metro 2
266,6,11.390757830996021,Diesel,0,First,23.2,1248.0,73.94,5.0,4.35,Maruti,0,metro 2
267,4,10.239959789157341,Diesel,0,First,19.67,1582.0,126.2,5.0,13.75,Hyundai,0,metro 2
268,10,11.112447898373103,Petrol,0,First,19.0,998.0,66.1,5.0,2.0,Maruti,0,metro 2
269,4,10.165851817003619,Diesel,0,First,19.64,1461.0,108.45,5.0,10.0,Renault,0,metro 1
270,10,11.695247021764184,Diesel,0,First,17.8,1248.0,76.0,5.0,1.65,Fiat,0,metro 1
271,3,10.858652783792339,Diesel,1,First,16.55,2993.0,258.0,5.0,45.77,BMW,0,emerging
272,10,10.491274217438248,Petrol,0,Second,20.36,1197.0,78.9,5.0,3.25,Hyundai,0,metro 2
273,4,10.757902880692196,Diesel,0,First,12.8,2494.0,102.0,7.0,12.8,Toyota,0,metro 2
274,18,11.002099841204238,Petrol,0,Third,17.3,993.0,60.0,5.0,0.55,Maruti,0,metro 1
275,2,10.342548610072807,Diesel,0,First,28.4,1248.0,74.0,5.0,7.15,Maruti,0,metro 2
276,7,11.56171562913966,Diesel,0,Second,12.05,2179.0,120.0,8.0,7.0,Mahindra,0,metro 2
277,3,11.710956315469362,Diesel,0,First,22.95,1248.0,74.0,5.0,3.75,Tata,1,metro 2
278,3,10.029899914890565,Petrol,0,First,18.88,999.0,123.24,5.0,8.5,Ford,0,metro 1
279,8,11.198214720130528,Diesel,0,First,23.4,1248.0,74.0,5.0,4.35,Maruti,0,emerging
280,4,10.380559889496727,Petrol,0,First,22.74,796.0,47.3,5.0,3.26,Maruti,0,emerging
281,9,10.915088464214607,Petrol,0,First,17.0,1497.0,118.0,5.0,4.21,Honda,0,emerging
282,2,9.331406899955626,Diesel,1,First,12.07,2967.0,241.4,7.0,70.36,Audi,0,emerging
283,11,10.778956289890028,Diesel,1,Second,17.0,1896.0,105.0,5.0,2.95,Skoda,0,metro 1
284,8,10.902426824720171,Petrol,0,First,17.1,1591.0,121.3,5.0,4.28,Hyundai,0,emerging
285,11,11.270114777180543,Petrol,1,First,16.8,1497.0,118.0,5.0,3.57,Honda,0,emerging
286,7,10.736396675471232,Diesel,0,First,21.9,1396.0,88.8,5.0,3.11,Hyundai,0,metro 1
287,6,10.71555046034839,Petrol,1,First,15.0,1396.0,98.6,5.0,5.96,Hyundai,0,emerging
288,9,11.141861783579396,Diesel,0,First,20.54,1598.0,103.6,5.0,4.7,Volkswagen,0,metro 2
289,6,10.799575577092764,Petrol,0,First,17.4,1497.0,117.3,5.0,6.9,Honda,0,metro 2
290,2,10.714417768752456,Diesel,0,First,22.95,1248.0,74.0,5.0,5.25,Tata,1,metro 2
291,5,11.06663836234181,Diesel,1,First,18.48,1995.0,177.0,5.0,28.0,BMW,0,metro 2
292,11,11.002099841204238,Petrol,0,First,18.9,1061.0,67.0,5.0,1.35,Maruti,0,metro 1
293,5,11.037756518412273,Petrol,0,First,18.2,1199.0,88.7,5.0,4.85,Honda,1,metro 1
294,8,10.968301732454014,Diesel,0,First,15.0,1896.0,105.0,5.0,6.7,Volkswagen,0,emerging
295,10,11.211820372186306,Petrol,0,First,20.36,1197.0,78.9,5.0,3.1,Hyundai,0,metro 2
296,5,11.26152389003502,Diesel,1,First,19.27,2143.0,170.0,5.0,18.64,Mercedes-Benz,0,emerging
297,8,10.720510282751615,Petrol,0,First,20.36,1197.0,78.9,5.0,2.8,Hyundai,0,metro 2
298,4,10.778956289890028,Diesel,0,First,13.68,2393.0,147.8,7.0,20.25,Toyota,1,metro 1
299,5,10.362556616729083,Diesel,1,First,17.68,1968.0,174.33,5.0,26.78,Audi,0,emerging
300,10,11.59910316121128,Diesel,0,Second,12.99,2494.0,100.6,7.0,8.26,Toyota,0,metro 2
301,5,10.372803445345365,Petrol,0,First,16.47,1198.0,73.9,5.0,3.89,Volkswagen,0,metro 1
302,9,11.156250521031495,Petrol,0,First,20.92,998.0,67.1,5.0,2.1,Maruti,0,metro 2
303,3,9.615805480084347,Petrol,1,First,18.0,1497.0,117.3,5.0,12.69,Honda,1,metro 1
304,7,10.987628974775781,Diesel,0,First,17.0,1405.0,70.0,5.0,2.58,Tata,0,emerging
305,6,11.030460514973196,Diesel,1,First,17.68,1968.0,174.33,5.0,20.77,Audi,0,emerging
306,5,10.778956289890028,Diesel,1,First,17.9,2143.0,136.0,5.0,20.26,Mercedes-Benz,0,metro 1
307,14,10.968198289528557,Petrol,0,Second,10.14,1086.0,62.28,5.0,1.5,Hyundai,0,metro 1
308,9,11.002433118994357,Diesel,0,First,17.8,1248.0,77.88,5.0,2.5,Maruti,0,metro 1
309,6,11.26208949363911,Petrol,1,First,23.1,998.0,67.04,5.0,4.25,Maruti,0,metro 2
310,3,10.275051108968611,Diesel,1,First,17.9,2143.0,201.15,5.0,57.0,Mercedes-Benz,1,metro 2
311,3,10.691944912900398,Diesel,1,First,12.7,2179.0,187.7,5.0,44.0,Land Rover,0,metro 1
312,9,11.595666068509209,Diesel,0,First,20.54,1598.0,103.6,5.0,3.65,Volkswagen,0,metro 2
313,8,11.18151439899016,Petrol,0,First,14.0,796.0,35.0,5.0,2.05,Maruti,0,metro 2
314,8,11.428793574640473,Petrol,0,First,18.5,1198.0,86.8,5.0,3.13,Honda,1,emerging
315,20,11.970350312009105,Diesel,0,Second,14.07,2956.0,83.1,7.0,1.5,Tata,0,metro 2
316,8,11.420623755178358,Diesel,0,First,18.0,1248.0,75.0,5.0,2.85,Tata,0,metro 2
317,8,11.082142548877775,Petrol,0,First,18.9,998.0,67.1,5.0,2.65,Maruti,0,metro 1
318,5,11.389943940555,Diesel,0,First,16.0,2179.0,140.0,7.0,10.6,Mahindra,0,metro 2
319,12,11.835008964139341,Diesel,0,Second,17.1,1396.0,70.0,5.0,1.25,Tata,0,metro 2
320,2,9.798127036878302,Petrol,0,First,16.02,1373.0,93.7,7.0,8.25,Maruti,0,metro 1
321,9,11.002099841204238,Petrol,1,First,11.7,2354.0,177.6,5.0,4.45,Honda,0,metro 1
322,8,10.778956289890028,Diesel,0,First,19.3,1248.0,73.9,5.0,3.7,Maruti,0,metro 1
323,11,11.982929094215963,Diesel,0,First,17.8,1399.0,68.0,5.0,2.8,Ford,0,metro 2
324,12,10.596634733096073,Petrol,0,First,17.7,1497.0,78.0,5.0,1.8,Honda,0,metro 1
325,6,10.849239994559902,Diesel,1,First,17.68,1968.0,174.33,5.0,21.95,Audi,0,emerging
326,9,10.308952660644293,Diesel,1,First,9.52,2993.0,313.0,4.0,49.0,BMW,0,metro 1
327,3,11.486889450419387,Diesel,1,First,14.75,2967.0,245.0,7.0,62.67,Audi,1,emerging
328,12,10.657165232836105,Gas,0,First,26.3,998.0,67.1,5.0,1.4,Maruti,0,metro 2
329,8,11.326595886778735,Diesel,0,First,23.0,1396.0,90.0,5.0,5.5,Hyundai,0,metro 2
330,11,10.51867319162636,Petrol,1,Third,16.95,1197.0,78.9,5.0,2.95,Hyundai,0,metro 2
331,4,10.25776462387486,Petrol,1,First,19.0,1199.0,88.7,5.0,6.86,Honda,0,emerging
332,5,11.244993730865884,Diesel,0,First,25.2,1248.0,74.0,5.0,6.15,Maruti,0,metro 2
333,9,11.27912533346749,Petrol,0,Second,18.5,1197.0,82.85,5.0,3.3,Hyundai,0,metro 2
334,9,10.373491181781864,Petrol,0,First,16.47,1198.0,73.9,5.0,2.55,Volkswagen,0,metro 1
335,11,10.46310334047155,Petrol,0,First,19.7,796.0,46.3,5.0,1.5,Maruti,0,metro 2
336,16,11.56171562913966,Petrol,1,Second,11.3,1794.0,125.0,5.0,2.5,Toyota,0,metro 1
337,14,10.933106969717286,Petrol,0,Second,19.7,796.0,46.3,5.0,1.4,Maruti,0,metro 1
338,8,11.198214720130528,Diesel,0,First,21.12,1248.0,88.8,5.0,3.4,Tata,0,metro 2
339,8,10.545341438708522,Petrol,0,First,19.7,796.0,46.3,5.0,2.25,Maruti,0,metro 2
340,7,13.560618308335483,Diesel,1,First,19.3,1968.0,141.0,5.0,7.5,Skoda,0,metro 1
341,12,11.289781913656018,Petrol,1,First,11.3,1794.0,125.0,5.0,2.8,Toyota,0,metro 1
342,4,10.125550520230094,Petrol,0,First,18.6,1197.0,81.83,5.0,7.66,Hyundai,0,emerging
343,4,10.714417768752456,Diesel,0,First,24.3,1248.0,88.5,5.0,7.15,Maruti,1,metro 1
344,10,11.378593752174936,Petrol,0,First,17.0,1497.0,118.0,5.0,3.5,Honda,0,metro 1
345,6,11.80517708113638,Diesel,0,Second,18.0,1248.0,75.0,5.0,3.5,Tata,0,metro 2
346,7,10.950806546816688,Diesel,0,First,25.8,1498.0,98.6,5.0,3.45,Honda,0,metro 1
347,4,10.236525326708707,Petrol,0,First,21.1,814.0,55.2,5.0,3.55,Hyundai,0,emerging
348,5,10.332571526242926,Diesel,1,Second,21.76,1995.0,190.0,5.0,25.99,BMW,1,emerging
349,8,11.289781913656018,Diesel,0,First,22.32,1582.0,126.32,5.0,5.25,Hyundai,0,metro 2
350,7,10.764350137500665,Diesel,0,First,21.02,1248.0,88.8,5.0,2.9,Tata,0,metro 2
351,15,11.512925464970229,Petrol,1,First,14.45,1984.0,227.0,5.0,2.05,Skoda,1,emerging
352,3,10.308952660644293,Petrol,0,First,24.07,998.0,67.1,5.0,3.75,Maruti,1,metro 2
353,6,11.127262984158243,Diesel,0,First,22.7,1498.0,89.84,5.0,6.75,Ford,0,metro 1
354,9,9.95227771670556,Petrol,0,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet,0,metro 1
355,3,9.95227771670556,Diesel,1,First,19.33,1999.0,177.0,5.0,52.0,Jaguar,1,metro 2
356,13,11.686878772093667,Petrol,0,Third,13.1,1997.0,141.1,5.0,3.91,Honda,0,emerging
357,1,9.52857589747142,Petrol,1,First,14.67,1798.0,177.46,5.0,27.3,Skoda,1,emerging
358,11,13.337474757021274,Petrol,0,First,20.36,1197.0,78.9,5.0,2.7,Hyundai,0,metro 1
359,7,11.156250521031495,Diesel,0,First,22.9,1248.0,74.0,5.0,3.5,Maruti,0,metro 1
360,4,9.798127036878302,Petrol,1,First,18.5,1197.0,83.14,5.0,6.2,Maruti,0,metro 1
361,9,11.326595886778735,Diesel,0,First,23.08,1461.0,63.1,5.0,2.75,Nissan,0,metro 1
362,5,11.77528972943772,Diesel,0,First,23.4,1248.0,74.0,5.0,3.25,Maruti,0,metro 1
363,8,11.057219140425318,Diesel,0,First,17.8,1399.0,67.0,5.0,3.25,Ford,0,metro 2
364,17,11.082142548877775,Petrol,0,First,17.3,993.0,60.0,5.0,0.65,Maruti,0,metro 1
365,3,9.030016817844901,Petrol,0,First,13.8,1998.0,192.0,5.0,35.0,Mini,1,metro 2
366,6,10.714417768752456,Diesel,0,First,23.59,1364.0,67.05,5.0,3.25,Toyota,0,metro 1
367,2,10.173514689749188,Petrol,0,First,24.7,796.0,47.3,5.0,2.9,Maruti,0,metro 1
368,9,9.305650551780507,Petrol,0,Third,18.9,796.0,47.0,5.0,2.9,Maruti,0,metro 2
369,11,11.407564949312402,Diesel,1,Second,11.0,2993.0,235.0,5.0,17.75,BMW,0,metro 2
370,5,11.211820372186306,Petrol,1,Second,11.07,2496.0,179.5,5.0,8.25,Nissan,0,metro 1
371,5,10.52085998803243,Petrol,1,First,18.9,1197.0,82.0,5.0,5.77,Hyundai,0,emerging
372,3,10.571316925111784,Diesel,0,First,24.3,1248.0,88.5,5.0,9.49,Maruti,1,metro 2
373,12,11.502875129116727,Diesel,1,Third,12.07,2967.0,241.4,7.0,12.95,Audi,0,metro 1
374,5,10.545341438708522,Diesel,1,First,17.9,2143.0,136.0,5.0,20.0,Mercedes-Benz,0,metro 1
375,13,11.184421397998193,Petrol,0,Third,16.1,796.0,37.0,4.0,1.0,Maruti,0,metro 1
376,5,11.440354772135393,Diesel,0,Second,20.45,1461.0,83.8,5.0,7.1,Renault,0,metro 1
377,3,8.68270762989381,Diesel,0,First,21.43,1364.0,87.2,5.0,16.5,Toyota,0,metro 1
378,6,10.126631103850338,Diesel,0,First,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz,0,metro 1
379,10,11.127262984158243,Diesel,0,Second,21.1,1248.0,73.9,5.0,3.2,Maruti,0,metro 2
380,3,10.482233472786097,Petrol,1,First,16.0,1497.0,117.3,7.0,9.48,Honda,1,emerging
381,5,11.216000811151515,Diesel,0,First,24.4,1120.0,71.0,5.0,4.0,Hyundai,0,emerging
382,6,10.991443261015709,Diesel,1,First,14.21,2143.0,203.0,5.0,26.5,Mercedes-Benz,0,emerging
383,6,10.630552951299533,Petrol,1,Second,14.8,1595.0,120.7,5.0,11.77,Mercedes-Benz,0,emerging
384,3,10.431170293368542,Diesel,1,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz,0,metro 2
385,4,10.239959789157341,Petrol,0,First,17.8,1497.0,117.3,5.0,8.75,Honda,0,metro 1
386,13,10.838757043008064,Petrol,0,First,17.0,1086.0,62.28,5.0,1.95,Hyundai,0,metro 2
387,9,11.45085855355401,Petrol,0,First,17.0,1497.0,118.0,5.0,3.75,Honda,0,metro 1
388,10,11.461632170582678,Petrol,0,First,16.2,1599.0,103.2,5.0,2.5,Hyundai,0,metro 2
389,3,9.104979856318357,Petrol,1,First,13.5,1999.0,246.74,5.0,34.5,Jaguar,1,metro 1
390,5,10.868873164054001,Petrol,0,First,18.0,1198.0,86.7,5.0,4.65,Honda,0,metro 1
391,5,9.903487552536127,Petrol,1,First,18.86,1598.0,122.0,4.0,32.0,Mini,0,metro 2
392,3,10.941128284212754,Diesel,1,First,13.5,2987.0,282.0,5.0,62.81,Mercedes-Benz,0,emerging
393,6,10.51867319162636,Petrol,0,First,21.1,814.0,55.2,5.0,3.25,Hyundai,0,metro 1
394,6,9.764225485202621,Petrol,0,First,20.51,998.0,67.04,5.0,3.1,Maruti,0,metro 1
395,9,11.409862308361086,Diesel,0,First,21.1,1248.0,73.9,5.0,3.91,Maruti,0,emerging
396,9,11.403289154449613,Diesel,1,First,16.07,1995.0,181.0,5.0,11.0,BMW,0,metro 1
397,6,11.350406535472453,Diesel,0,First,13.49,2179.0,138.03,5.0,3.5,Tata,0,metro 2
398,6,11.280627640864537,Diesel,1,First,20.38,1968.0,143.0,5.0,16.5,Audi,0,metro 1
399,8,10.933106969717286,Diesel,1,First,12.7,2179.0,187.7,5.0,30.0,Land Rover,0,metro 2
400,10,11.350418300109132,Diesel,1,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz,0,metro 2
401,2,9.392661928770137,Diesel,1,First,13.5,2477.0,175.56,7.0,28.0,Mitsubishi,1,metro 2
402,10,11.736069016284437,Petrol,0,First,19.7,796.0,46.3,5.0,0.92,Maruti,0,emerging
403,7,10.87804719253426,Petrol,0,First,14.0,1061.0,64.0,5.0,2.75,Maruti,0,metro 2
404,3,10.462817585361734,Diesel,1,First,12.7,2179.0,187.7,5.0,53.83,Land Rover,0,emerging
405,9,10.815127486194855,Petrol,0,Second,17.01,1591.0,121.3,5.0,4.95,Hyundai,0,metro 2
406,7,10.933106969717286,Diesel,1,First,16.73,2993.0,218.0,5.0,33.5,BMW,0,metro 2
407,7,11.225243392518447,Diesel,1,First,14.74,2993.0,270.9,5.0,27.95,Jaguar,0,metro 2
408,10,10.950806546816688,Petrol,1,First,13.7,1798.0,157.75,5.0,7.25,Skoda,0,metro 2
409,3,10.533215585226419,Diesel,1,First,15.73,1968.0,174.33,5.0,25.71,Audi,0,emerging
410,6,11.468440520030684,Diesel,1,First,12.7,2179.0,187.7,5.0,29.67,Land Rover,0,emerging
411,7,10.471609913908228,Diesel,1,First,14.84,2143.0,170.0,5.0,19.0,Mercedes-Benz,0,emerging
412,3,10.256395409905616,Diesel,0,First,15.4,2179.0,120.0,7.0,13.05,Mahindra,0,emerging
413,5,10.621327345686446,Diesel,1,First,21.76,1995.0,190.0,5.0,25.5,BMW,1,metro 1
414,3,9.104979856318357,Petrol,0,First,15.4,1497.0,117.3,7.0,8.5,Honda,1,metro 2
415,10,11.430608506481011,Diesel,1,Second,16.0,2400.0,215.0,5.0,7.25,Volvo,0,metro 1
416,15,8.671458150427666,Petrol,0,First,13.2,1495.0,94.0,5.0,0.8,Hyundai,0,metro 2
417,3,10.60286528284671,Petrol,0,First,17.19,1197.0,81.86,5.0,6.9,Hyundai,1,emerging
418,2,10.01668230030247,Petrol,1,First,11.5,2996.0,367.0,5.0,70.99,Mercedes-Benz,1,emerging
419,5,9.94270826568941,Petrol,0,Second,21.1,814.0,55.2,5.0,2.25,Hyundai,0,metro 1
420,2,10.604652504689657,Petrol,0,First,18.9,1197.0,81.86,5.0,5.5,Hyundai,0,emerging
421,7,10.870015020836995,Petrol,0,First,13.0,1493.0,100.0,5.0,4.35,Honda,0,metro 1
422,10,10.915088464214607,Petrol,0,First,16.47,1198.0,73.9,5.0,2.25,Volkswagen,0,metro 1
423,4,10.757902880692196,Petrol,1,First,15.26,1798.0,187.74,5.0,24.5,Audi,1,metro 1
424,10,10.645924772307156,Diesel,0,First,16.06,1968.0,125.79,5.0,5.45,Volkswagen,0,metro 2
425,3,10.050311456976926,Petrol,0,First,15.29,1591.0,121.3,5.0,12.03,Hyundai,0,emerging
426,9,10.819778284410283,Petrol,1,Second,11.74,1796.0,186.0,5.0,8.5,Mercedes-Benz,0,metro 1
427,6,9.38429367909962,Petrol,1,First,16.82,1998.0,189.08,4.0,28.5,Mini,1,metro 1
428,14,11.589886506106357,Petrol,0,Second,17.0,1086.0,62.28,5.0,1.2,Hyundai,0,metro 2
429,7,10.51867319162636,Diesel,0,First,23.59,1364.0,67.04,5.0,5.75,Toyota,0,metro 2
430,6,10.308952660644293,Petrol,0,Second,19.4,1198.0,86.8,5.0,3.2,Honda,0,metro 1
431,2,9.459619396895018,Petrol,1,First,21.4,1197.0,83.1,5.0,9.89,Maruti,0,emerging
432,8,11.870718783295125,Diesel,1,First,20.0,1968.0,138.1,5.0,6.58,Skoda,0,emerging
433,2,9.480520169291822,Petrol,0,First,21.1,814.0,55.2,5.0,4.06,Hyundai,0,emerging
434,1,10.124629101179664,Diesel,0,First,20.37,1461.0,108.45,5.0,13.37,Renault,0,emerging
435,9,10.965297534680133,Diesel,1,First,16.2,2993.0,258.0,5.0,25.82,BMW,0,emerging
436,4,10.441938070914238,Petrol,0,First,22.74,796.0,47.3,5.0,3.74,Maruti,0,emerging
437,5,10.404262840448617,Diesel,1,Second,16.8,1984.0,150.0,5.0,22.0,Volvo,0,metro 2
438,13,10.916904995141007,Petrol,0,First,18.9,998.0,67.1,5.0,1.45,Maruti,0,metro 2
439,12,10.596634733096073,Petrol,0,First,17.7,1497.0,78.0,5.0,2.0,Honda,0,metro 1
440,3,10.368510046500305,Gas,0,First,15.1,1196.0,73.0,5.0,4.7,Maruti,0,emerging
441,6,9.615805480084347,Petrol,0,First,13.7,1399.0,98.79,8.0,3.75,Chevrolet,0,metro 1
442,4,11.323651798163635,Diesel,0,First,15.96,2523.0,62.1,7.0,7.7,Mahindra,1,emerging
443,8,10.824626512735104,Petrol,0,First,10.14,1086.0,62.28,5.0,3.35,Hyundai,0,emerging
444,6,9.933046354777673,Petrol,0,First,21.1,814.0,55.2,5.0,2.6,Hyundai,0,metro 2
445,3,10.30735137927732,Petrol,1,First,13.0,1591.0,121.3,5.0,13.77,Hyundai,0,emerging
446,3,9.615805480084347,Petrol,0,Second,16.09,1598.0,103.5,5.0,7.1,Volkswagen,1,metro 1
447,12,11.033889163693646,Petrol,1,Second,12.9,1799.0,130.0,5.0,2.65,Honda,0,metro 2
448,6,11.112447898373103,Diesel,0,First,22.3,1248.0,74.0,5.0,2.5,Tata,0,metro 2
449,7,11.029585298139098,Diesel,0,First,16.0,2179.0,140.0,7.0,7.53,Mahindra,0,emerging
450,3,10.172942006713589,Petrol,0,First,18.6,1197.0,81.83,5.0,7.98,Hyundai,0,emerging
451,6,10.545341438708522,Diesel,1,Second,14.16,1968.0,174.3,5.0,39.0,Audi,0,metro 2
452,9,11.112447898373103,Petrol,0,Second,18.5,1197.0,85.8,5.0,2.25,Maruti,0,metro 1
453,10,11.097410021008562,Petrol,0,Second,13.17,1999.0,114.0,5.0,3.85,Mitsubishi,0,metro 1
454,5,11.300758944994593,Diesel,0,First,12.8,2494.0,102.0,7.0,13.5,Toyota,0,metro 2
455,4,11.292515673527074,Diesel,0,First,27.62,793.0,47.0,5.0,3.5,Maruti,0,metro 2
456,2,9.466763948525191,Diesel,0,First,25.1,1248.0,88.5,5.0,8.92,Maruti,1,metro 1
457,4,11.369539965434294,Diesel,1,First,15.17,1968.0,181.0,5.0,20.37,Audi,1,emerging
458,4,9.864486815186396,Diesel,1,First,21.76,1995.0,190.0,5.0,36.5,BMW,1,metro 2
459,4,10.839620126623823,Diesel,1,First,11.33,4134.0,335.2,7.0,48.91,Audi,0,emerging
460,4,8.824677891164198,Petrol,0,First,18.6,1197.0,81.83,5.0,7.2,Hyundai,0,metro 2
461,8,11.323567208574145,Diesel,0,First,19.01,1461.0,108.45,5.0,5.99,Renault,0,metro 2
462,4,10.839580911706463,Diesel,0,First,24.4,1120.0,71.0,5.0,5.25,Hyundai,0,metro 2
463,6,10.356631095961035,Diesel,0,First,22.7,1498.0,89.84,5.0,6.5,Ford,0,metro 1
464,7,11.244732245102295,Petrol,0,First,16.47,1198.0,73.9,5.0,4.4,Volkswagen,0,metro 2
465,3,9.546812608597396,Diesel,0,First,24.0,1120.0,70.0,5.0,4.6,Hyundai,0,metro 1
466,7,10.757902880692196,Diesel,0,First,21.12,1248.0,88.8,5.0,2.95,Tata,0,metro 2
467,9,10.78861780016066,Petrol,0,First,17.0,1497.0,118.0,5.0,3.26,Honda,0,metro 1
468,12,10.736396675471232,Petrol,0,Second,17.92,1086.0,62.1,5.0,2.22,Hyundai,0,metro 2
469,8,11.999435854929516,Diesel,0,First,12.99,2494.0,100.0,7.0,10.5,Toyota,0,metro 2
470,3,10.132295033474776,Diesel,0,First,28.09,1248.0,88.5,5.0,8.26,Maruti,0,emerging
471,7,11.141861783579396,Diesel,0,First,12.55,2982.0,169.0,7.0,14.45,Toyota,0,metro 1
472,11,11.296310555618719,Petrol,0,Second,15.3,1596.0,74.27,5.0,2.5,Ford,0,metro 1
473,2,10.181308665141033,Petrol,1,First,12.6,1950.0,191.34,5.0,51.43,Mercedes-Benz,1,emerging
474,6,10.714417768752456,Diesel,0,First,15.8,2148.0,170.0,5.0,23.0,Mercedes-Benz,0,metro 1
475,8,11.07106604566896,Diesel,0,First,17.72,1968.0,108.49,5.0,5.5,Skoda,0,metro 1
476,5,10.203592144986466,Petrol,0,First,18.9,1197.0,82.0,5.0,4.5,Hyundai,0,metro 1
477,2,8.210124405164267,Petrol,0,First,18.16,1196.0,86.8,5.0,6.8,Ford,0,metro 2
478,7,9.95227771670556,Petrol,0,First,16.8,1395.0,138.02,5.0,8.75,Skoda,0,metro 1
479,5,11.112447898373103,Diesel,0,Second,19.87,1461.0,83.8,5.0,7.0,Renault,0,metro 1
480,5,10.085809109330082,Diesel,1,Second,15.68,1999.0,177.0,5.0,33.5,Land Rover,0,metro 1
481,9,11.225243392518447,Diesel,0,Second,20.0,1399.0,68.0,5.0,2.25,Ford,0,metro 1
482,12,12.095141084822892,Diesel,1,Second,12.8,2953.0,156.0,7.0,4.24,Ford,0,metro 2
483,3,10.762106797794535,Diesel,0,First,12.55,2982.0,168.5,7.0,28.42,Toyota,0,emerging
484,8,10.858998997563564,Diesel,0,First,22.07,1199.0,73.9,5.0,2.75,Volkswagen,0,metro 1
485,9,11.418614785498987,Diesel,0,First,23.2,1248.0,73.94,5.0,3.0,Maruti,0,emerging
486,7,11.002099841204238,Diesel,0,First,23.08,1461.0,63.1,5.0,3.55,Nissan,0,metro 2
487,7,10.541993736136895,Diesel,0,First,22.32,1582.0,126.32,5.0,4.8,Hyundai,0,metro 1
488,9,10.341742483467284,Petrol,1,First,10.8,2497.0,150.0,5.0,13.5,BMW,0,metro 1
489,3,11.76756768334381,Diesel,1,First,11.0,2987.0,258.0,7.0,56.0,Mercedes-Benz,1,metro 2
490,16,11.26446410567173,Petrol,1,First,12.0,2354.0,187.4,5.0,3.99,Honda,0,metro 2
491,4,10.373491181781864,Diesel,1,First,17.01,1582.0,126.2,5.0,15.5,Hyundai,0,metro 2
492,10,10.985292722887856,Petrol,0,Second,19.81,1086.0,68.05,5.0,2.32,Hyundai,0,emerging
493,4,10.475511751023127,Diesel,1,First,20.0,2143.0,136.0,5.0,18.58,Mercedes-Benz,0,emerging
494,6,11.49272275765271,Petrol,0,First,16.02,1373.0,93.7,7.0,5.5,Maruti,0,emerging
495,14,11.184421397998193,Diesel,0,Second,18.7,1896.0,66.0,5.0,3.2,Skoda,0,metro 1
496,5,11.27720313144916,Petrol,0,First,18.0,1198.0,86.7,5.0,4.0,Honda,0,metro 2
497,16,10.275051108968611,Petrol,0,First,17.3,993.0,60.0,5.0,1.6,Maruti,0,metro 1
498,7,11.097591822663459,Petrol,0,First,15.5,1586.0,103.3,5.0,4.15,Maruti,0,emerging
499,6,10.46310334047155,Petrol,1,First,16.5,1198.0,86.8,5.0,4.25,Honda,0,metro 1
500,9,11.225243392518447,Petrol,0,First,18.9,998.0,67.1,5.0,2.6,Maruti,0,metro 2
501,12,11.289781913656018,Petrol,1,Second,12.1,2362.0,164.7,5.0,3.43,Toyota,0,metro 1
502,8,10.395650099471604,Petrol,0,First,18.6,1199.0,79.4,5.0,2.55,Chevrolet,0,emerging
503,3,10.126631103850338,Diesel,1,First,12.55,2982.0,168.5,7.0,32.0,Toyota,0,metro 1
504,6,11.27720313144916,Diesel,0,First,22.7,1498.0,89.84,5.0,6.25,Ford,0,metro 1
505,10,11.362102575235644,Diesel,0,Second,17.8,1248.0,75.0,5.0,3.6,Maruti,0,metro 2
506,10,11.827736204810263,Diesel,1,First,13.5,2987.0,282.0,5.0,18.5,Mercedes-Benz,0,metro 2
507,5,10.126631103850338,Petrol,0,Second,17.3,1497.0,117.3,7.0,4.25,Honda,0,metro 1
508,3,9.047821442478408,Petrol,0,Second,18.9,1197.0,82.0,5.0,4.8,Hyundai,0,metro 1
509,5,10.4341158035983,Diesel,1,First,16.0,2179.0,140.0,7.0,13.0,Mahindra,0,metro 2
510,8,10.636552318761908,Petrol,0,Second,14.83,1598.0,105.0,5.0,2.25,Skoda,0,metro 2
511,11,11.292615395552012,Petrol,0,First,17.92,1086.0,62.1,5.0,2.3,Hyundai,0,metro 2
512,1,9.058004710672485,Petrol,0,First,15.29,1591.0,121.3,5.0,13.56,Hyundai,0,emerging
